,YearsCodePro,PreviousSalary,ComputerSkills,YearsCodeBeforePro,LabelEmploymentStatus
41723,2,58872.0,3,3,0
41724,5,50256.0,15,5,0
41725,12,130000.0,6,2,0
41726,5,200000.0,19,2,1
41727,15,111000.0,4,10,0
41728,4,200000.0,16,10,1
41729,6,60000.0,12,3,1
41731,7,55032.0,7,4,0
41732,6,11520.0,23,4,1
41733,5,62412.0,15,11,0
41736,6,47990.0,8,4,0
41737,17,51768.0,10,5,0
41738,7,63984.0,8,9,0
41739,4,92334.0,25,2,1
41740,31,155000.0,8,9,0
41741,3,108.0,5,15,0
41742,42,180000.0,8,3,0
41744,3,62467.0,12,6,1
41745,2,130000.0,24,2,1
41746,15,98520.0,14,5,0
41747,4,101509.0,19,6,1
41748,7,63453.0,10,15,1
41750,4,65388.0,19,8,1
41751,10,165000.0,13,10,0
41752,11,151992.0,16,13,0
41753,38,105000.0,15,5,1
41754,1,110000.0,4,7,0
41755,2,43974.0,3,9,0
41756,5,69318.0,21,5,1
41757,13,73000.0,19,1,1
41758,10,94829.0,17,5,0
41760,22,79236.0,10,16,1
41761,2,15036.0,12,11,0
41763,9,135000.0,17,2,1
41764,9,75705.0,15,3,1
41765,17,106644.0,11,3,1
41767,3,154000.0,13,5,1
41768,3,101509.0,11,2,1
41769,3,45888.0,15,10,1
41770,9,106274.0,8,2,1
41771,35,152000.0,13,7,1
41772,6,46487.0,6,6,1
41775,3,68324.0,10,6,0
41776,5,58563.0,14,5,1
41777,1,80000.0,12,5,1
41778,2,99000.0,13,6,1
41779,4,33480.0,10,2,1
41780,3,59508.0,7,15,0
41781,6,75384.0,27,4,1
41782,3,51192.0,10,3,1
41783,3,66000.0,18,5,1
41784,2,53322.0,16,8,0
41785,5,54388.0,2,15,0
41786,9,115500.0,11,3,1
41787,15,195210.0,25,2,0
41788,6,71614.0,14,6,0
41789,10,150000.0,24,2,1
41790,1,92700.0,9,11,0
41791,5,48996.0,20,9,0
41792,11,57794.0,4,10,0
41796,0,44790.0,10,6,0
41797,26,123000.0,6,7,0
41798,5,190000.0,7,5,0
41799,8,96000.0,15,2,1
41800,6,79236.0,14,12,1
41801,21,82116.0,15,3,1
41802,10,136308.0,12,3,0
41804,6,85315.0,24,4,1
41806,4,115000.0,19,3,1
41807,12,120000.0,12,8,1
41808,1,82000.0,17,2,0
41809,4,76783.0,16,2,1
41810,11,64486.0,24,4,1
41811,4,131921.0,7,8,1
41812,4,44796.0,11,8,0
41813,9,72871.0,16,4,1
41814,5,135100.0,8,3,0
41815,6,70935.0,31,4,1
41816,3,100625.0,6,3,0
41818,6,106000.0,8,2,0
41820,3,33060.0,19,9,1
41821,4,107000.0,14,5,1
41822,7,56952.0,22,4,1
41824,3,130000.0,5,4,0
41826,30,220000.0,10,5,1
41828,12,150000.0,5,4,0
41829,9,73140.0,8,1,0
41830,4,50256.0,8,1,1
41831,23,78916.0,9,10,0
41832,9,51192.0,14,11,1
41833,3,62340.0,18,6,1
41834,2,62467.0,9,8,0
41836,11,126000.0,11,6,0
41837,7,34548.0,16,4,1
41840,5,188459.0,19,3,1
41841,4,93846.0,8,4,0
41843,10,62467.0,6,5,0
41844,5,114000.0,30,4,1
41845,12,81666.0,13,8,1
41846,10,65332.0,25,5,1
41847,1,19200.0,9,11,0
41849,21,134445.0,13,4,1
41850,4,19200.0,19,6,1
41851,10,130000.0,17,5,1
41852,5,210000.0,14,6,1
41853,6,82922.0,7,3,0
41854,9,83182.0,25,12,1
41855,10,110000.0,18,3,1
41856,15,89580.0,17,4,1
41857,4,113075.0,13,6,0
41858,17,63986.0,7,11,0
41859,15,46487.0,10,5,1
41860,3,79983.0,3,10,0
41861,3,187000.0,5,4,0
41863,20,165000.0,23,8,1
41864,9,175000.0,18,11,0
41865,13,129000.0,13,9,0
41866,5,63828.0,14,10,1
41867,4,70276.0,7,8,0
41868,9,122640.0,8,4,0
41869,5,55455.0,9,5,0
41871,5,48168.0,10,3,0
41872,5,86040.0,6,2,0
41874,10,63986.0,13,4,0
41875,0,20472.0,22,11,1
41876,4,38976.0,23,4,1
41877,17,144456.0,18,9,1
41878,1,89000.0,8,7,0
41879,6,150000.0,7,3,0
41880,1,51853.0,4,6,0
41882,2,125639.0,17,3,0
41883,20,33480.0,13,6,1
41884,17,98112.0,17,4,1
41885,1,200000.0,1,4,0
41886,7,138637.0,14,3,1
41887,2,14136.0,30,6,1
41888,8,141396.0,20,4,1
41889,11,63994.0,16,9,1
41890,14,106793.0,15,6,1
41891,10,41568.0,18,4,1
41892,11,46430.0,19,4,1
41893,10,74856.0,6,2,0
41894,3,69102.0,11,1,1
41895,10,133305.0,27,10,1
41896,2,42228.0,14,10,1
41897,5,130000.0,13,5,1
41898,3,38388.0,5,4,0
41899,12,106644.0,15,7,1
41900,5,109104.0,15,4,0
41901,20,201000.0,16,5,1
41902,2,67186.0,15,6,0
41903,3,140000.0,20,4,1
41904,3,51192.0,11,7,0
41905,2,120000.0,4,8,0
41906,3,92000.0,5,6,0
41907,1,180000.0,8,7,0
41909,5,106680.0,9,3,1
41910,17,16704.0,18,5,1
41911,6,81263.0,2,4,0
41912,13,69318.0,13,4,0
41913,16,69108.0,10,24,0
41914,5,67409.0,11,1,1
41915,2,132720.0,9,1,0
41916,14,50027.0,16,8,1
41917,26,90460.0,10,5,0
41918,0,26384.0,8,12,0
41919,18,175000.0,11,3,0
41920,4,203019.0,9,4,0
41921,4,164000.0,17,4,1
41922,9,83256.0,7,6,0
41923,26,84178.0,14,4,1
41924,4,115000.0,4,6,0
41925,3,150000.0,13,7,0
41926,9,34126.0,8,6,0
41927,13,150767.0,22,3,1
41928,8,95000.0,23,6,1
41929,6,150000.0,17,9,0
41931,6,125000.0,1,11,0
41932,19,42168.0,40,4,1
41934,6,70767.0,4,2,0
41935,25,140000.0,8,15,0
41936,2,82500.0,5,1,0
41937,23,120000.0,5,11,0
41938,1,58512.0,11,10,0
41939,26,165000.0,18,2,1
41940,10,75384.0,17,10,0
41941,3,58075.0,10,3,1
41942,5,57588.0,3,6,0
41943,5,38388.0,7,10,0
41944,4,51512.0,16,3,0
41945,8,135000.0,16,4,1
41946,10,12468.0,10,2,1
41947,4,64709.0,17,6,1
41948,3,90264.0,15,5,1
41949,5,57288.0,3,9,0
41950,5,58654.0,22,3,1
41951,3,185000.0,5,3,0
41952,4,135000.0,10,3,0
41953,1,42660.0,18,2,1
41955,3,89676.0,24,1,1
41956,8,75384.0,1,12,0
41957,2,73992.0,8,2,0
41958,3,95000.0,30,5,1
41959,14,150000.0,12,4,1
41960,4,80409.0,14,3,1
41961,19,172183.0,12,3,1
41962,1,170000.0,16,4,1
41963,8,200000.0,11,2,1
41964,7,79983.0,2,8,0
41965,7,44790.0,6,5,0
41966,9,170000.0,15,4,0
41968,3,65000.0,12,3,1
41969,16,37116.0,8,8,1
41970,5,120000.0,13,8,0
41971,0,48.0,13,5,1
41972,2,36259.0,9,5,0
41973,10,53322.0,6,5,0
41974,20,111976.0,3,4,0
41975,2,80000.0,9,1,1
41978,11,29412.0,7,4,1
41979,0,80000.0,12,5,0
41980,32,180000.0,13,3,0
41981,3,62820.0,9,4,0
41983,7,38392.0,13,4,1
41984,3,155000.0,5,4,1
41986,0,78000.0,6,8,0
41987,5,95979.0,22,7,0
41988,5,31993.0,18,5,1
41989,9,37325.0,5,4,0
41990,1,65000.0,12,5,1
41991,18,130000.0,1,12,0
41992,7,115000.0,19,6,1
41993,9,87948.0,10,3,0
41994,27,99179.0,7,10,1
41995,7,34452.0,17,3,1
41996,3,38000.0,14,1,1
41997,19,200000.0,15,8,1
41998,21,72072.0,9,4,0
41999,2,62467.0,9,4,1
42000,5,62467.0,11,10,1
42001,8,70092.0,20,11,1
42002,25,130000.0,8,10,0
42003,2,140000.0,6,6,0
42004,6,61824.0,9,6,1
42005,2,30000.0,14,2,1
42007,4,86381.0,5,5,0
42008,8,60894.0,13,5,1
42009,5,150660.0,6,3,0
42010,3,65053.0,8,4,0
42011,13,165000.0,13,7,1
42012,8,95979.0,16,13,1
42014,1,44790.0,7,9,0
42015,2,97600.0,3,7,0
42016,23,179352.0,13,7,0
42017,12,87113.0,19,8,1
42018,5,188000.0,22,4,1
42019,8,58812.0,24,4,1
42020,6,145000.0,5,7,0
42021,8,95979.0,22,12,1
42022,28,170000.0,5,2,0
42023,10,120000.0,19,3,1
42025,8,183000.0,20,1,0
42026,16,106644.0,15,10,0
42027,5,33276.0,10,3,1
42028,9,98016.0,12,2,1
42029,2,44790.0,7,6,1
42030,3,70000.0,3,2,0
42031,5,27012.0,7,2,0
42032,6,38392.0,9,2,1
42033,8,102372.0,6,6,0
42034,25,205000.0,8,15,1
42035,4,32844.0,8,4,1
42036,3,13872.0,15,3,1
42037,4,14400.0,16,3,1
42038,6,124935.0,9,9,0
42039,13,131921.0,20,7,1
42040,6,90000.0,8,6,1
42041,8,62820.0,14,2,0
42042,6,51960.0,17,11,1
42043,15,77200.0,18,10,1
42044,6,100000.0,5,9,0
42045,4,90000.0,16,4,1
42046,5,56521.0,11,9,1
42047,4,200000.0,23,2,1
42048,3,51192.0,20,7,1
42049,4,67409.0,19,4,0
42050,2,74651.0,20,3,1
42051,7,48624.0,15,7,0
42052,9,130000.0,19,3,0
42053,5,100000.0,13,5,1
42054,9,61944.0,8,8,0
42055,4,95000.0,15,4,1
42056,1,29525.0,16,4,1
42057,4,15528.0,6,2,0
42058,0,54494.0,8,2,0
42059,8,106644.0,8,13,0
42060,6,49251.0,5,2,1
42061,2,89580.0,12,3,1
42063,12,46570.0,8,8,1
42064,3,816.0,4,2,0
42066,21,62820.0,3,5,0
42067,15,113076.0,16,5,1
42068,16,76788.0,21,6,1
42069,12,120000.0,10,8,1
42070,4,624.0,14,2,0
42071,1,90000.0,22,2,1
42072,18,117308.0,14,4,1
42073,0,4.0,10,4,0
42074,18,83182.0,12,4,0
42075,4,110000.0,7,2,0
42076,15,108777.0,11,4,0
42077,14,161000.0,9,4,0
42078,1,102000.0,20,5,0
42079,7,130000.0,18,4,1
42080,3,141000.0,13,11,1
42083,14,29436.0,13,6,0
42084,9,86035.0,21,3,1
42085,4,37325.0,9,9,1
42086,3,81049.0,13,5,0
42087,1,27727.0,14,3,1
42088,4,20262.0,12,4,1
42090,1,50816.0,9,4,0
42091,4,78500.0,6,4,0
42092,1,15997.0,18,3,1
42093,8,52728.0,21,4,1
42094,8,140000.0,20,2,1
42095,10,146268.0,14,10,1
42096,14,109318.0,14,5,0
42097,1,84000.0,12,2,0
42099,1,110000.0,10,3,1
42100,10,50123.0,19,5,1
42101,10,56076.0,10,11,1
42102,0,59539.0,12,8,1
42103,6,125544.0,8,3,0
42104,4,41628.0,26,2,1
42105,8,81988.0,25,6,1
42107,5,49908.0,15,3,1
42108,3,38658.0,4,5,0
42109,1,70000.0,11,4,1
42110,0,58563.0,17,13,1
42111,15,100000.0,6,5,0
42112,4,22200.0,6,5,0
42113,6,120000.0,12,4,1
42114,2,59679.0,12,1,1
42115,5,47990.0,16,5,1
42116,4,49540.0,14,3,1
42117,4,88000.0,8,4,0
42118,6,34896.0,34,6,1
42119,11,74310.0,14,5,1
42120,4,64462.0,11,8,0
42121,2,74000.0,26,3,1
42122,5,54025.0,16,1,1
42124,14,157049.0,16,5,1
42125,18,53322.0,6,5,0
42126,3,85315.0,18,2,1
42127,2,79992.0,5,2,1
42128,25,160000.0,16,10,1
42129,0,74000.0,10,6,0
42130,7,58654.0,10,7,0
42131,6,33600.0,27,6,1
42132,4,67186.0,12,1,0
42133,5,45792.0,9,11,1
42134,9,144485.0,31,11,1
42135,6,66119.0,19,4,1
42136,7,110000.0,26,3,1
42137,5,100000.0,20,5,1
42138,10,51189.0,26,9,1
42139,15,86691.0,16,3,1
42140,7,117308.0,16,4,1
42142,8,58654.0,13,5,0
42144,3,106793.0,12,7,1
42146,2,69102.0,9,5,0
42147,5,48761.0,5,7,0
42148,6,42657.0,2,2,0
42149,2,4680.0,14,1,1
42150,3,35832.0,8,4,1
42151,6,67550.0,6,1,1
42153,16,205000.0,7,6,1
42154,2,39012.0,24,12,1
42155,2,140000.0,8,4,0
42156,14,180000.0,16,3,1
42157,2,65000.0,16,4,1
42158,3,74772.0,19,3,1
42159,5,83182.0,12,2,0
42160,25,160000.0,15,5,1
42161,4,82116.0,10,4,0
42162,7,54025.0,17,9,1
42163,22,176928.0,19,3,1
42164,1,45857.0,6,10,0
42165,7,115000.0,16,4,1
42166,14,200000.0,22,10,1
42167,27,85000.0,12,7,1
42168,6,73602.0,6,10,0
42169,8,70771.0,18,9,1
42170,1,62820.0,5,17,0
42171,6,20808.0,11,3,1
42172,21,120000.0,20,11,1
42173,22,172188.0,26,1,1
42174,4,113222.0,10,6,0
42175,12,63986.0,6,5,0
42176,11,155000.0,16,4,1
42178,4,94230.0,9,3,1
42179,27,127388.0,22,8,1
42180,1,56617.0,11,8,0
42184,5,122640.0,8,3,0
42185,14,82922.0,11,6,1
42187,5,70000.0,22,1,1
42188,20,67824.0,22,5,1
42189,9,94230.0,17,4,1
42191,6,102000.0,23,8,1
42193,8,65817.0,18,7,0
42194,4,176000.0,6,6,0
42195,11,44790.0,34,6,1
42196,10,53322.0,21,5,1
42197,6,147072.0,15,6,1
42198,8,74651.0,22,7,1
42199,5,210000.0,10,5,0
42200,15,213287.0,13,2,0
42201,4,31200.0,7,3,0
42202,34,97605.0,5,2,0
42203,1,55482.0,10,4,1
42204,12,120311.0,15,3,1
42205,15,96500.0,25,5,1
42206,23,106644.0,13,7,0
42207,10,41844.0,16,3,1
42208,1,117000.0,13,6,1
42209,5,82000.0,4,6,0
42210,0,14448.0,14,6,1
42211,20,63984.0,18,5,1
42212,10,200000.0,3,5,0
42213,4,101509.0,6,8,0
42214,0,21420.0,5,6,0
42215,15,159966.0,19,2,1
42216,8,40000.0,18,10,0
42217,19,170000.0,9,3,0
42218,6,100511.0,15,5,0
42220,4,63694.0,9,3,0
42221,1,95000.0,11,8,1
42222,15,180000.0,10,12,0
42223,8,173300.0,30,2,1
42224,4,180000.0,17,2,1
42225,10,55500.0,3,9,0
42226,12,150000.0,7,4,0
42227,10,128000.0,11,4,1
42228,13,69102.0,14,22,1
42229,11,127968.0,6,11,0
42230,7,92000.0,7,7,0
42231,2,40525.0,18,6,1
42232,10,187402.0,14,6,0
42233,10,206800.0,16,12,0
42235,35,156000.0,4,5,0
42236,4,150000.0,8,6,0
42237,2,78084.0,15,4,0
42238,1,43974.0,21,4,1
42239,22,170000.0,9,16,0
42240,12,180000.0,20,4,0
42241,5,58908.0,5,3,0
42242,11,163977.0,23,4,1
42243,4,125000.0,17,4,1
42244,1,59344.0,2,7,0
42245,6,130000.0,16,6,1
42246,3,42657.0,15,5,1
42247,10,200000.0,16,5,0
42248,12,89797.0,14,3,0
42249,3,110000.0,8,1,1
42250,21,172000.0,7,6,0
42251,3,48000.0,12,4,0
42252,5,3500.0,6,7,0
42253,22,99080.0,23,5,1
42254,3,67152.0,7,6,0
42256,3,53322.0,25,15,1
42257,7,90000.0,17,5,0
42258,6,70276.0,9,10,0
42259,7,48756.0,5,6,0
42260,11,42372.0,9,4,0
42261,0,176000.0,18,11,1
42263,10,15708.0,9,4,1
42264,0,38257.0,8,1,1
42265,2,100000.0,18,11,1
42266,12,100000.0,9,8,1
42267,8,195000.0,13,6,1
42268,14,93701.0,12,10,0
42269,10,131184.0,7,4,0
42270,4,31356.0,16,10,1
42271,6,88464.0,12,2,1
42272,7,154000.0,7,18,1
42273,10,85315.0,8,5,0
42274,17,205000.0,16,6,1
42275,25,81387.0,12,9,1
42276,20,51192.0,16,2,1
42277,5,56617.0,4,4,0
42278,1,10050.0,11,1,1
42279,10,39888.0,17,3,0
42280,14,81988.0,14,4,0
42281,0,72000.0,15,5,0
42282,5,55281.0,2,6,0
42283,10,121030.0,10,4,0
42284,12,103705.0,26,13,1
42285,6,162500.0,17,5,1
42286,4,175000.0,27,6,1
42287,7,150767.0,15,11,1
42288,5,72518.0,15,13,1
42289,16,74784.0,13,2,1
42290,9,138000.0,24,2,1
42291,21,190000.0,7,2,0
42292,16,54036.0,18,14,1
42293,20,138000.0,21,5,1
42294,8,85315.0,15,7,1
42295,1,80000.0,14,11,1
42296,3,11352.0,2,4,0
42297,5,140000.0,10,5,0
42298,5,91717.0,11,9,0
42299,3,140551.0,33,4,1
42300,3,105000.0,10,7,0
42301,8,180000.0,18,2,1
42302,9,172000.0,6,6,0
42304,5,100000.0,17,5,1
42305,13,132000.0,12,4,1
42306,2,8196.0,25,8,1
42307,25,84925.0,15,10,1
42308,9,70767.0,14,8,1
42310,20,150000.0,9,2,1
42311,20,169851.0,16,8,0
42312,6,160000.0,14,6,1
42313,15,106644.0,20,10,1
42315,3,180000.0,21,5,1
42316,11,217000.0,33,9,1
42317,3,94230.0,6,7,0
42318,4,74180.0,18,4,1
42319,6,58000.0,13,6,1
42320,8,150000.0,39,2,1
42321,11,165000.0,28,5,1
42322,12,206839.0,32,5,1
42323,12,48000.0,18,3,1
42324,7,175000.0,9,4,0
42325,7,12468.0,4,6,0
42326,22,160000.0,11,3,0
42327,0,175000.0,14,9,0
42328,5,64810.0,11,7,1
42329,2,48893.0,7,8,0
42330,10,118380.0,6,1,0
42331,7,120444.0,16,8,1
42332,3,220000.0,16,6,0
42333,12,99717.0,18,6,1
42334,11,185000.0,11,9,1
42335,25,86261.0,13,10,0
42336,10,48.0,8,2,0
42337,2,50755.0,23,4,1
42338,3,120000.0,3,8,0
42339,15,54348.0,8,1,0
42340,7,81387.0,13,6,1
42341,13,210000.0,18,8,1
42342,4,120000.0,15,8,1
42343,36,67230.0,3,10,0
42344,4,312.0,12,3,1
42346,6,163977.0,11,4,0
42347,4,100000.0,9,3,0
42348,14,123000.0,22,12,1
42349,16,121000.0,9,9,1
42350,6,85000.0,8,6,1
42351,3,25246.0,13,4,1
42352,10,155000.0,29,6,1
42353,4,140000.0,20,10,1
42354,16,94103.0,7,6,0
42355,4,170000.0,14,3,1
42356,9,185000.0,20,6,1
42357,24,156168.0,13,3,0
42358,5,78084.0,10,7,0
42359,4,91000.0,12,7,1
42360,2,30000.0,12,3,1
42361,5,95000.0,7,2,0
42362,2,70000.0,14,1,0
42363,14,160000.0,20,4,1
42364,0,159950.0,5,4,0
42365,5,18064.0,11,5,0
42366,8,75000.0,34,4,1
42367,4,67550.0,15,9,1
42368,3,20712.0,13,2,1
42369,6,105000.0,14,6,1
42370,14,125000.0,27,10,1
42371,11,651.0,13,6,1
42373,3,74498.0,23,3,1
42374,5,120311.0,15,5,1
42375,12,150000.0,29,4,1
42376,14,215000.0,9,6,1
42377,9,187402.0,2,16,0
42378,13,155000.0,22,7,1
42379,2,17448.0,19,2,1
42380,5,79155.0,22,3,1
42381,8,114076.0,11,12,0
42382,3,136000.0,11,1,0
42383,6,37404.0,8,4,0
42384,11,203019.0,11,5,0
42385,5,120000.0,20,3,1
42386,1,38600.0,10,1,0
42387,10,70000.0,12,5,0
42388,3,19596.0,15,5,1
42389,1,4308.0,14,3,1
42390,2,85000.0,21,7,1
42391,5,148360.0,9,5,0
42392,4,110000.0,22,2,1
42393,2,8808.0,8,1,1
42394,18,113234.0,12,4,1
42395,11,125000.0,19,9,1
42396,17,95000.0,15,4,1
42397,10,24924.0,30,9,1
42398,3,43915.0,1,9,0
42399,8,125000.0,24,3,1
42400,10,12971.0,17,7,1
42401,6,98900.0,12,1,0
42402,9,117126.0,23,3,1
42403,3,177000.0,18,4,1
42404,2,72000.0,2,5,0
42405,4,70276.0,30,4,1
42406,8,152000.0,21,2,1
42407,10,94230.0,27,4,1
42408,1,106729.0,15,1,0
42409,9,115000.0,20,2,1
42410,1,57042.0,16,4,1
42411,12,128839.0,20,3,1
42412,5,107756.0,8,8,1
42413,8,102618.0,7,4,0
42414,6,121030.0,13,3,0
42415,15,200000.0,16,4,1
42416,18,117126.0,13,5,1
42417,17,110000.0,18,17,1
42418,2,101509.0,7,3,1
42419,5,75000.0,12,5,0
42420,12,99292.0,25,6,1
42421,7,195210.0,9,7,0
42422,14,110000.0,8,4,1
42423,8,8196.0,11,4,0
42425,1,85000.0,20,3,1
42426,7,84336.0,8,11,0
42427,12,160818.0,27,8,1
42428,3,135000.0,9,4,0
42429,3,155000.0,11,5,0
42430,7,78084.0,27,2,1
42431,6,13680.0,39,9,1
42432,9,190000.0,31,3,1
42433,30,110000.0,11,3,1
42435,13,196000.0,15,8,0
42436,4,9972.0,22,3,1
42437,8,67296.0,13,3,1
42438,14,30953.0,11,6,0
42439,3,115800.0,8,8,0
42440,24,195000.0,13,6,1
42441,2,20000.0,21,2,1
42442,1,66372.0,14,4,0
42443,10,140000.0,17,5,1
42444,8,117126.0,29,4,1
42445,3,59720.0,8,5,0
42446,0,8976.0,20,4,1
42447,11,140000.0,9,3,1
42448,10,19572.0,23,4,1
42449,14,200000.0,4,16,0
42450,4,115000.0,4,6,0
42451,17,200000.0,7,6,0
42452,10,200000.0,15,6,1
42453,10,200000.0,10,4,0
42454,3,105000.0,15,1,1
42455,7,153000.0,8,1,0
42456,0,58563.0,11,7,1
42457,2,80000.0,15,4,1
42458,1,90000.0,23,2,0
42460,5,90000.0,3,20,0
42461,3,29292.0,21,5,1
42462,4,69102.0,11,8,1
42463,22,187000.0,28,8,1
42464,7,131900.0,13,4,1
42466,8,32412.0,7,2,0
42467,0,10000.0,15,7,1
42468,5,150000.0,11,1,0
42469,2,140000.0,14,8,1
42471,9,62735.0,3,7,0
42472,20,106157.0,19,13,1
42473,6,125000.0,14,4,0
42474,2,160000.0,3,5,0
42475,24,39000.0,43,12,1
42476,5,58563.0,17,15,1
42477,3,78000.0,12,3,1
42478,4,39888.0,9,6,0
42479,5,109000.0,8,2,0
42480,6,87756.0,15,6,1
42481,4,105000.0,16,4,1
42482,8,150000.0,11,12,0
42483,4,109318.0,5,3,0
42484,7,89797.0,15,4,0
42485,3,61760.0,14,4,1
42486,1,80000.0,7,6,0
42487,5,102000.0,15,3,1
42488,13,77000.0,11,3,0
42489,6,115000.0,15,2,1
42491,7,96742.0,16,15,0
42492,5,100000.0,8,8,0
42493,13,210000.0,16,5,1
42494,2,67206.0,4,16,0
42495,15,133000.0,8,1,0
42496,5,134465.0,20,8,1
42497,2,167000.0,10,7,0
42499,0,4932.0,4,5,0
42500,0,140000.0,8,8,0
42501,0,85000.0,20,4,1
42502,2,46850.0,24,2,1
42503,10,127968.0,5,7,0
42504,16,136647.0,38,2,1
42505,4,184000.0,15,2,1
42506,2,180000.0,12,4,0
42507,2,31272.0,9,4,0
42508,9,177000.0,14,6,0
42509,9,204000.0,10,5,1
42510,2,90000.0,14,1,0
42511,2,9350.0,3,4,0
42512,3,77200.0,16,3,1
42513,2,124640.0,13,1,1
42514,0,54893.0,8,20,1
42515,7,18920.0,12,8,1
42516,5,64725.0,7,4,0
42518,12,176000.0,30,3,1
42520,4,120311.0,23,6,1
42521,4,18792.0,7,5,0
42522,1,3096.0,8,9,0
42524,2,12612.0,3,4,0
42525,4,122000.0,5,8,0
42526,6,29273.0,14,3,0
42527,21,46872.0,13,3,0
42528,10,132000.0,19,5,1
42529,16,134000.0,8,4,0
42531,17,95000.0,8,14,0
42532,4,36144.0,22,6,1
42533,2,20784.0,8,1,0
42536,8,125350.0,13,9,0
42537,10,150000.0,17,1,1
42538,10,190000.0,22,4,1
42539,5,179000.0,28,4,1
42540,2,145000.0,14,3,0
42541,0,52753.0,11,5,1
42542,13,83633.0,16,5,1
42543,15,5000.0,10,5,0
42544,0,4333.0,12,5,1
42545,4,16908.0,5,2,0
42546,20,69792.0,11,3,0
42547,4,77848.0,7,4,0
42548,0,148000.0,25,5,1
42549,1,140000.0,23,6,1
42550,9,38832.0,17,9,1
42552,8,20784.0,12,2,0
42553,2,156000.0,17,3,1
42554,6,46850.0,18,3,1
42555,2,19350.0,13,3,1
42557,25,60000.0,17,2,0
42558,10,55201.0,8,13,0
42559,3,29088.0,12,2,1
42560,34,175000.0,31,11,1
42561,2,8208.0,24,3,1
42562,6,24505.0,16,3,1
42563,8,23220.0,9,2,0
42564,10,41628.0,17,5,1
42565,3,42348.0,22,1,1
42566,1,10202.0,15,6,1
42569,6,103608.0,11,3,0
42570,12,130000.0,17,8,1
42571,4,4836.0,11,2,0
42572,5,34822.0,8,2,1
42573,20,78419.0,22,15,1
42574,0,1932.0,7,1,0
42576,11,13620.0,20,3,1
42577,10,84000.0,23,4,1
42578,10,21.0,19,2,1
42579,8,105000.0,12,4,1
42580,23,102933.0,15,4,1
42581,4,78202.0,18,1,1
42582,4,5988.0,11,4,1
42583,18,74651.0,24,4,0
42584,3,200000.0,33,4,1
42585,4,60000.0,19,3,1
42586,16,75725.0,6,6,0
42587,3,115000.0,16,7,1
42588,1,53078.0,11,6,1
42589,9,127388.0,16,5,1
42590,4,41556.0,15,6,1
42591,4,9528.0,26,2,1
42592,2,15588.0,11,1,1
42593,4,21180.0,35,1,1
42594,8,22512.0,12,4,1
42595,2,140000.0,9,5,0
42596,1,107000.0,2,4,0
42597,10,120000.0,26,2,1
42598,11,3000.0,23,5,1
42599,17,59327.0,8,5,0
42600,6,150000.0,42,8,1
42601,24,76788.0,12,3,1
42602,0,4092.0,23,6,1
42603,11,7987.0,11,8,1
42605,16,83184.0,10,6,0
42606,5,62352.0,9,10,0
42607,14,100000.0,22,6,1
42608,36,66656.0,7,5,0
42609,4,33533.0,13,2,0
42610,22,70380.0,10,8,0
42612,22,39480.0,9,5,0
42613,20,57900.0,17,3,0
42614,11,64248.0,7,5,0
42615,4,200490.0,3,14,0
42616,5,47720.0,15,6,1
42617,2,74196.0,16,1,1
42618,12,46430.0,16,8,1
42619,9,38692.0,10,2,1
42620,4,90000.0,9,4,1
42621,3,107756.0,23,3,1
42622,30,117126.0,15,12,1
42624,17,145000.0,21,9,1
42625,5,79983.0,14,10,1
42626,5,25150.0,6,1,1
42627,7,29406.0,15,10,1
42628,3,6888.0,5,3,0
42629,27,111645.0,12,11,1
42630,6,47496.0,6,4,0
42631,6,93418.0,5,6,0
42632,1,5112.0,15,6,1
42633,4,120000.0,26,1,1
42634,12,25794.0,22,3,1
42635,6,10834.0,13,4,0
42637,22,110000.0,6,2,0
42638,3,45888.0,41,6,1
42639,5,19346.0,20,4,1
42640,9,85000.0,9,8,0
42641,17,184000.0,11,11,0
42642,4,7738.0,5,3,0
42643,5,72732.0,6,5,1
42646,6,23215.0,21,1,1
42649,2,7738.0,12,4,1
42651,16,148619.0,16,4,1
42652,10,28374.0,8,5,0
42655,3,210000.0,16,2,1
42656,5,6660.0,12,5,1
42657,22,47241.0,12,14,1
42659,6,40956.0,9,4,0
42660,6,4260.0,11,4,1
42661,2,113000.0,28,13,1
42662,11,140800.0,24,5,1
42663,13,110975.0,7,5,0
42664,8,141542.0,22,2,1
42665,15,110000.0,14,3,1
42666,15,93696.0,5,5,0
42668,4,66540.0,14,1,1
42669,23,185000.0,23,2,1
42670,3,107800.0,5,8,0
42671,3,124103.0,10,1,0
42672,1,10236.0,11,1,1
42673,5,114642.0,33,6,1
42674,26,39480.0,9,5,0
42675,2,31662.0,16,5,1
42676,7,38388.0,11,7,1
42677,3,8592.0,10,2,1
42678,9,145000.0,6,20,1
42679,8,74651.0,9,2,0
42680,2,21925.0,16,3,1
42681,11,30953.0,18,7,1
42682,6,74651.0,9,12,0
42683,7,10392.0,36,3,1
42684,2,6036.0,15,1,0
42685,0,70750.0,13,5,1
42686,3,87024.0,3,3,0
42687,2,13104.0,13,3,1
42688,7,8184.0,15,4,1
42689,8,55458.0,28,2,0
42690,10,23215.0,18,5,0
42691,2,42348.0,6,3,0
42692,2,25794.0,19,5,1
42693,5,99080.0,22,5,1
42694,4,144540.0,23,10,1
