,YearsCodePro,PreviousSalary,ComputerSkills,YearsCodeBeforePro,LabelEmploymentStatus
1072,5,7776.0,18,5,1
1073,16,43239.0,7,19,0
1074,6,58236.0,16,7,1
1075,0,49308.0,12,8,0
1076,2,101568.0,5,6,0
1077,23,162147.0,7,12,0
1078,7,69285.0,4,3,0
1079,4,25944.0,6,6,0
1080,25,129000.0,20,13,1
1081,6,75000.0,6,3,1
1082,2,7500.0,15,4,1
1083,35,115000.0,5,4,0
1084,5,28576.0,23,7,1
1085,20,57072.0,7,14,0
1086,0,38778.0,11,1,1
1088,16,54050.0,3,19,0
1089,9,5988.0,14,7,1
1090,6,43948.0,9,3,1
1091,9,105000.0,10,5,0
1094,2,21516.0,9,8,0
1095,3,66000.0,32,3,1
1096,2,6696.0,6,2,0
1097,8,54000.0,5,2,0
1098,11,74497.0,7,6,1
1099,7,60752.0,21,2,1
1100,16,27923.0,12,4,1
1101,9,61616.0,19,2,1
1102,0,3490.0,14,5,1
1103,7,76831.0,17,7,0
1104,3,13224.0,18,3,0
1105,3,43239.0,21,2,1
1106,9,122580.0,3,6,0
1107,5,58236.0,7,8,1
1108,3,12564.0,11,4,1
1110,7,127967.0,7,8,0
1111,7,69800.0,16,3,0
1112,16,69581.0,10,11,0
1113,11,135000.0,7,2,1
1114,17,125382.0,7,15,0
1115,3,67452.0,18,4,1
1116,0,41508.0,12,5,0
1117,25,162147.0,10,10,0
1118,20,165000.0,21,4,1
1119,3,25944.0,2,8,0
1121,8,16754.0,29,2,1
1122,4,77556.0,9,1,0
1123,9,130000.0,9,7,1
1124,4,8040.0,6,4,0
1125,20,70000.0,6,6,0
1126,2,65000.0,19,4,1
1127,8,5868.0,10,3,1
1128,7,28105.0,8,7,0
1129,1,19452.0,29,6,1
1130,16,121010.0,10,8,0
1131,8,41232.0,10,7,0
1132,20,64859.0,14,3,1
1133,7,77831.0,13,1,1
1134,15,77832.0,13,12,1
1135,0,48.0,12,5,0
1136,5,49119.0,6,11,0
1137,5,11169.0,11,1,0
1138,0,73000.0,13,7,1
1140,16,58167.0,11,4,0
1141,2,45379.0,3,10,0
1143,17,93067.0,18,3,1
1144,15,165000.0,17,10,1
1145,13,53000.0,6,11,0
1146,6,24540.0,3,1,0
1147,10,15053.0,7,5,0
1148,14,83770.0,7,1,0
1149,4,27492.0,7,3,0
1150,19,60300.0,14,7,1
1151,21,108100.0,10,4,0
1152,4,27492.0,13,1,1
1153,7,100000.0,12,3,1
1154,2,8460.0,7,3,0
1155,4,109781.0,9,10,1
1156,2,25944.0,3,1,0
1157,3,30792.0,11,10,0
1158,32,165000.0,20,5,1
1159,4,19452.0,31,4,1
1160,10,140000.0,16,5,1
1161,32,96566.0,0,4,0
1162,5,13973.0,18,2,1
1163,8,38129.0,4,4,0
1165,29,64860.0,7,6,0
1166,4,75000.0,15,3,1
1167,3,6696.0,22,2,0
1169,3,2328.0,8,3,1
1170,25,77544.0,10,10,1
1171,23,110000.0,6,5,0
1172,12,180000.0,17,6,1
1173,2,12566.0,12,7,0
1174,5,9888.0,17,2,1
1175,6,56723.0,8,5,0
1176,5,24000.0,12,8,0
1177,10,129250.0,7,10,0
1178,9,64859.0,16,7,1
1179,4,7788.0,13,1,0
1180,1,6450.0,5,3,0
1181,0,56400.0,9,4,1
1182,20,62994.0,20,5,1
1183,0,51887.0,5,9,0
1185,2,145000.0,12,3,0
1186,36,64859.0,2,8,0
1187,20,55224.0,6,14,0
1188,10,26340.0,22,6,1
1189,6,141000.0,10,1,0
1190,3,12144.0,11,1,0
1191,2,23088.0,16,2,0
1192,13,40000.0,11,2,1
1193,12,168636.0,13,2,1
1194,7,102974.0,9,4,1
1195,6,70044.0,8,4,0
1196,4,73511.0,14,13,0
1197,4,29832.0,23,13,1
1198,4,48644.0,30,2,1
1199,7,44021.0,13,13,1
1201,2,48644.0,9,6,0
1202,6,16980.0,13,1,1
1203,2,8656.0,18,8,1
1205,23,171000.0,15,14,1
1206,1,840.0,17,6,1
1208,4,12000.0,18,6,1
1209,14,104700.0,15,6,0
1212,13,73362.0,21,10,1
1214,7,90482.0,8,7,1
1215,8,23076.0,7,4,0
1217,13,70264.0,16,2,1
1218,4,48456.0,10,9,1
1219,10,122350.0,10,5,0
1220,10,200000.0,11,4,0
1222,5,28622.0,7,1,0
1223,3,34956.0,13,1,1
1224,8,48472.0,10,4,0
1225,15,32424.0,13,5,0
1226,3,122000.0,2,3,0
1227,3,25131.0,18,6,0
1228,15,89000.0,9,5,0
1229,3,68750.0,32,4,1
1231,13,170000.0,21,8,1
1232,18,113100.0,8,14,1
1233,12,77556.0,9,3,0
1234,7,17304.0,27,3,1
1235,24,64630.0,27,5,1
1236,33,54049.0,11,5,0
1237,12,70264.0,12,1,1
1238,14,145000.0,15,6,1
1239,14,40000.0,10,3,1
1241,0,8724.0,22,7,1
1242,12,140527.0,10,13,0
1244,2,3348.0,15,3,0
1245,5,51888.0,6,15,0
1246,19,51888.0,13,4,1
1247,15,75631.0,22,5,1
1249,25,77556.0,8,8,0
1250,16,28500.0,26,2,1
1251,7,11724.0,7,2,0
1252,3,7958.0,9,1,0
1255,1,2424.0,19,3,1
1257,7,60000.0,6,1,0
1259,3,22620.0,10,4,1
1260,7,196950.0,11,9,0
1261,2,69000.0,8,5,1
1262,5,19176.0,10,6,1
1263,2,10368.0,9,6,1
1264,9,63778.0,10,5,1
1267,6,67561.0,18,1,1
1268,10,54276.0,11,5,0
1269,10,124089.0,11,20,0
1271,3,38448.0,4,3,0
1272,1,32429.0,10,24,1
1273,6,4188.0,9,4,0
1274,6,79896.0,20,8,1
1275,3,41363.0,11,3,0
1277,5,9852.0,28,3,1
1279,3,41363.0,17,7,1
1280,7,86478.0,22,3,1
1281,10,50000.0,10,3,0
1282,1,65000.0,10,5,0
1283,13,77832.0,19,4,1
1284,4,9600.0,12,11,0
1285,3,38916.0,38,3,1
1286,14,37752.0,17,6,1
1287,24,34591.0,10,3,0
1288,3,8726.0,19,11,1
1289,9,35856.0,7,5,0
1290,10,91883.0,5,5,0
1291,8,45564.0,7,15,0
1292,20,152473.0,27,5,1
1293,4,45401.0,21,8,1
1294,25,195744.0,2,5,0
1295,9,94359.0,9,13,0
1296,2,15000.0,12,5,1
1297,9,79413.0,9,14,0
1298,6,78156.0,14,9,1
1299,7,15084.0,15,6,1
1300,4,39996.0,21,3,1
1301,9,4800.0,13,6,1
1302,6,33000.0,19,5,1
1303,3,27144.0,5,1,0
1304,2,42804.0,11,4,0
1305,2,13010.0,12,4,1
1306,10,120000.0,6,4,0
1307,9,32424.0,17,6,1
1308,7,162000.0,15,1,1
1309,3,16754.0,12,3,0
1311,2,25944.0,10,5,0
1312,8,69036.0,7,6,0
1313,15,20760.0,13,8,0
1314,11,60505.0,38,4,1
1315,6,47184.0,19,1,1
1316,5,9216.0,14,3,1
1317,5,70264.0,21,15,1
1318,16,37992.0,13,5,1
1319,27,28248.0,12,5,1
1320,3,16956.0,20,7,1
1322,2,7068.0,8,3,0
1323,5,13128.0,18,4,1
1325,4,45401.0,6,4,0
1326,10,102000.0,17,1,0
1327,1,6300.0,7,2,0
1328,11,67452.0,19,4,1
1329,6,43239.0,9,9,1
1330,5,64859.0,11,7,1
1331,17,106731.0,5,8,0
1332,11,698.0,8,6,0
1333,6,50806.0,11,4,0
1334,16,74970.0,12,6,1
1335,1,10932.0,20,12,1
1336,3,8088.0,18,7,1
1337,10,139600.0,6,27,0
1338,3,68068.0,15,7,0
1339,2,8412.0,33,6,1
1340,10,45000.0,4,3,0
1341,19,160000.0,15,20,0
1342,6,25131.0,6,9,0
1343,7,43239.0,13,7,1
1344,3,11169.0,8,9,0
1345,6,25860.0,22,6,1
1346,4,37834.0,27,9,1
1347,5,108000.0,10,5,0
1348,4,54480.0,16,11,1
1349,5,14400.0,25,3,1
1350,3,100000.0,20,3,0
1351,5,54049.0,14,5,1
1352,8,54624.0,11,8,1
1353,5,129700.0,11,2,0
1354,2,100000.0,2,8,0
1355,6,47868.0,9,2,1
1356,3,9773.0,9,4,1
1358,7,78000.0,22,3,1
1359,17,180963.0,13,1,0
1360,4,9660.0,27,7,1
1361,11,93960.0,14,6,0
1363,1,5616.0,6,3,0
1364,10,105600.0,44,5,1
1365,6,54000.0,17,4,1
1366,2,59454.0,10,3,0
1367,14,95000.0,20,11,1
1368,7,180000.0,16,11,1
1369,15,36576.0,25,5,1
1370,5,9600.0,23,5,1
1371,16,59454.0,10,4,0
1373,6,26527.0,4,6,0
1374,6,43239.0,16,4,0
1375,15,83236.0,26,3,1
1378,4,40212.0,7,6,0
1379,5,36228.0,16,2,1
1380,10,21240.0,14,5,1
1381,6,200000.0,12,8,1
1384,8,34904.0,5,7,0
1385,10,125000.0,5,5,0
1386,8,27240.0,13,6,1
1387,22,75669.0,7,3,0
1388,4,25392.0,8,3,0
1389,6,150000.0,18,7,0
1391,3,114000.0,12,2,1
1392,0,41885.0,24,11,1
1393,5,63778.0,26,4,1
1394,9,90000.0,7,4,0
1395,9,49725.0,19,8,0
1396,6,43239.0,11,5,0
1398,4,105000.0,25,1,1
1399,31,82000.0,19,2,1
1401,7,160000.0,14,3,0
1402,11,41880.0,17,3,1
1403,16,63204.0,15,4,0
1404,19,51888.0,10,7,1
1405,10,120000.0,12,8,0
1406,3,36753.0,6,7,0
1408,0,2124.0,18,6,0
1409,29,103408.0,14,6,1
1410,22,40085.0,11,13,1
1411,0,2508.0,28,12,1
1412,5,66556.0,11,13,1
1413,10,41508.0,6,4,0
1415,4,84000.0,18,1,1
1416,0,18804.0,14,8,1
1417,7,36000.0,29,5,1
1418,28,105072.0,13,2,1
1419,6,79843.0,18,9,1
1420,4,42576.0,3,5,0
1421,10,54480.0,21,10,1
1422,2,50806.0,20,6,1
1423,12,115000.0,18,6,1
1426,20,98321.0,20,16,1
1427,11,103408.0,28,11,1
1428,12,60000.0,28,3,1
1429,14,86838.0,26,11,1
1430,7,41077.0,3,3,0
1431,10,140000.0,7,5,0
1432,4,18804.0,15,2,0
1433,16,55582.0,6,7,0
1435,4,48644.0,10,6,1
1437,13,216196.0,11,17,0
1438,3,90000.0,23,5,1
1439,11,54049.0,28,5,1
1440,2,30250.0,13,5,0
1441,6,27144.0,18,8,1
1442,22,86478.0,23,10,1
1443,6,86000.0,14,4,0
1444,16,27492.0,17,4,1
1446,2,4932.0,4,6,0
1447,6,25944.0,8,8,0
1448,3,25944.0,10,4,1
1450,10,129720.0,18,6,1
1451,5,32000.0,7,15,0
1452,5,33732.0,4,1,0
1453,30,124092.0,7,5,1
1454,11,65147.0,8,12,0
1455,20,86478.0,11,2,1
1456,7,13962.0,10,2,0
1457,7,75000.0,8,3,0
1458,14,111178.0,9,7,0
1459,36,150000.0,4,4,0
1460,2,37834.0,9,11,0
1461,7,20484.0,19,4,0
1462,15,39093.0,8,5,0
1463,12,33972.0,15,3,1
1464,2,20760.0,3,8,0
1466,1,42500.0,6,1,0
1467,8,31704.0,10,7,1
1468,19,160000.0,10,4,0
1469,13,75669.0,7,5,0
1470,42,140000.0,4,8,0
1471,12,67920.0,25,13,1
1473,4,104855.0,12,8,0
1474,10,111814.0,5,8,0
1475,17,48644.0,7,7,1
1476,6,32315.0,14,2,0
1477,15,135000.0,10,2,1
1478,4,37752.0,6,4,0
1479,12,35028.0,12,3,0
1480,2,43239.0,6,2,0
1481,15,45401.0,16,5,1
1482,4,7200.0,11,7,0
1483,10,58373.0,19,3,1
1484,2,7679.0,11,8,0
1485,1,1968.0,14,1,0
1486,20,72000.0,16,8,1
1487,13,106000.0,12,3,0
1489,6,85150.0,19,5,0
1491,6,175000.0,8,7,0
1492,8,81074.0,17,5,0
1493,9,57156.0,17,8,1
1494,1,56211.0,3,5,0
1495,3,50806.0,12,7,0
1496,0,32315.0,13,6,1
1497,34,125382.0,2,8,0
1498,2,24559.0,4,1,0
1500,0,1680.0,9,2,0
1503,13,72936.0,14,7,0
1504,1,3600.0,14,1,0
1508,10,137500.0,8,26,0
1509,15,156742.0,20,5,1
1510,15,18156.0,18,5,1
1511,10,97288.0,19,4,1
1512,11,64630.0,12,4,0
1513,9,29184.0,10,9,1
1514,20,32988.0,20,9,1
1515,4,86000.0,7,1,1
1517,8,60000.0,9,7,0
1518,0,2016.0,18,6,1
1519,4,58350.0,18,4,0
1520,4,75000.0,10,3,1
1522,3,30372.0,5,1,0
1524,7,54050.0,43,8,1
1525,11,82155.0,24,2,1
1526,7,32429.0,7,3,1
1527,3,5028.0,13,2,1
1528,5,15804.0,25,1,1
1531,17,109781.0,3,3,0
1532,10,83194.0,3,10,0
1533,4,59454.0,21,3,1
1534,2,46482.0,11,6,0
1536,18,116000.0,9,2,0
1537,6,60505.0,9,2,1
1538,20,94550.0,9,10,0
1539,16,100000.0,16,14,1
1540,2,5220.0,14,3,1
1541,14,66168.0,10,3,0
1542,4,54049.0,7,3,0
1543,2,51704.0,3,17,0
1544,6,106000.0,11,6,1
1545,10,38915.0,9,5,1
1546,12,72000.0,18,13,1
1547,15,59930.0,12,8,1
1548,1,12972.0,15,4,1
1550,15,185000.0,17,7,1
1552,6,115000.0,17,4,1
1553,4,43239.0,8,5,0
1554,13,85000.0,15,6,1
1556,4,93000.0,15,2,0
1557,25,120000.0,8,5,0
1558,10,129718.0,13,10,0
1559,9,75669.0,3,10,0
1560,2,31128.0,8,6,0
1561,6,60000.0,11,2,0
1562,10,80928.0,10,5,0
1563,8,144000.0,21,1,1
1564,5,18480.0,27,4,1
1565,22,68748.0,10,11,0
1566,10,39900.0,11,10,0
1567,5,98000.0,16,5,1
1569,12,30716.0,12,2,1
1570,6,170622.0,7,5,0
1571,0,3372.0,17,10,1
1572,11,148000.0,15,4,0
1573,5,140000.0,21,5,1
1574,21,54480.0,1,4,0
1575,10,36444.0,7,5,0
1576,8,36753.0,15,9,1
1577,14,122796.0,21,4,1
1579,11,165000.0,17,5,0
1580,7,55224.0,15,18,1
1582,2,100000.0,10,5,1
1583,23,119946.0,8,11,0
1585,9,80936.0,19,6,0
1586,4,5700.0,19,4,1
1587,5,32429.0,21,3,1
1588,17,210000.0,14,8,0
1589,0,3348.0,19,3,0
1590,5,64440.0,13,3,1
1591,2,9600.0,5,2,0
1593,26,142185.0,19,11,1
1594,10,145400.0,21,8,1
1595,5,47184.0,15,5,1
1596,2,38778.0,3,7,0
1597,10,37752.0,5,10,0
1598,5,86976.0,14,1,1
1599,21,46728.0,12,2,1
1600,7,60505.0,9,8,0
1601,5,24000.0,19,11,1
1602,17,35736.0,10,4,0
1603,3,148000.0,16,32,0
1604,6,45564.0,16,2,1
1606,28,96945.0,20,9,1
1607,4,54049.0,3,2,0
1608,2,7752.0,11,5,0
1609,2,9864.0,8,3,0
1610,5,36193.0,6,3,0
1611,14,140500.0,7,6,0
1612,1,10884.0,26,9,1
1613,2,91711.0,24,19,1
1614,14,185000.0,14,5,1
1615,2,3684.0,24,6,1
1616,3,130000.0,11,1,0
1617,3,117000.0,7,4,0
1618,4,11364.0,6,6,0
1619,2,10236.0,12,4,1
1620,2,5028.0,2,4,0
1621,12,20943.0,32,12,1
1622,4,28590.0,25,8,1
1623,8,105000.0,15,4,1
1624,16,42432.0,24,3,1
1625,2,4800.0,13,5,1
1626,5,86976.0,8,7,0
1627,9,40212.0,5,23,1
1628,8,72000.0,16,2,1
1629,5,22776.0,16,5,0
1630,14,75669.0,18,6,1
1631,25,177885.0,9,4,1
1633,7,64859.0,13,3,0
1635,3,4188.0,21,9,1
1636,1,13668.0,6,2,0
1637,0,33732.0,13,15,0
1638,23,215000.0,20,17,1
1639,5,36193.0,14,5,0
1640,2,80000.0,12,4,0
1641,0,4608.0,13,3,0
1642,3,170000.0,13,8,0
1643,3,28500.0,12,2,1
1645,11,151263.0,13,7,0
1646,1,7956.0,10,6,1
1647,18,109871.0,13,7,1
1648,24,64630.0,9,10,0
1649,6,15864.0,36,6,1
1650,7,75000.0,15,4,1
1651,14,119000.0,4,8,0
1652,6,80000.0,21,2,1
1653,2,15192.0,21,6,0
1655,3,77556.0,10,3,0
1656,4,82000.0,12,4,0
1658,4,35676.0,17,1,1
1659,2,24000.0,17,3,0
1660,19,195000.0,18,4,1
1661,2,100000.0,8,1,0
1662,3,41508.0,3,4,0
1663,10,16488.0,21,6,1
1665,5,32424.0,5,5,0
1666,34,165000.0,20,7,1
1667,10,57732.0,21,5,1
1668,12,70264.0,19,13,1
1669,16,150000.0,12,3,1
1670,8,92916.0,18,7,1
1671,5,41064.0,22,5,1
1672,11,20943.0,7,8,0
1673,5,35672.0,15,6,0
1674,2,35508.0,13,1,1
1675,1,5000.0,12,4,1
1676,28,94368.0,7,3,0
1677,5,38916.0,1,1,0
1679,4,104000.0,12,6,1
1680,10,130000.0,6,8,0
1681,8,14124.0,15,3,0
1682,5,22692.0,17,5,1
1683,12,60324.0,9,8,0
1684,5,68068.0,21,8,1
1685,0,109000.0,14,13,1
1686,1,16860.0,5,14,0
1687,3,19392.0,26,4,1
1688,17,160000.0,15,8,1
1689,15,73644.0,27,5,1
1691,15,150000.0,4,17,0
1693,3,54480.0,14,11,1
1695,15,84000.0,23,5,0
1696,4,80928.0,11,14,1
1697,15,65556.0,14,11,1
1699,3,51429.0,12,4,1
1700,10,48000.0,8,4,1
1701,11,55130.0,28,4,1
1702,7,75000.0,7,5,0
1703,3,12901.0,9,4,0
1705,30,80000.0,18,10,0
1706,5,18150.0,9,3,0
1707,5,28538.0,14,1,1
1708,3,42009.0,15,5,0
1710,9,51887.0,9,5,1
1711,20,105000.0,9,2,0
1712,5,48644.0,10,1,0
1713,2,6600.0,19,2,1
1715,6,90482.0,11,6,0
1716,3,6696.0,11,2,1
1717,6,105000.0,18,3,0
1718,0,1512.0,9,1,0
1719,10,105000.0,14,5,0
1721,0,5976.0,10,10,0
1722,2,38844.0,20,5,1
1723,3,25644.0,10,4,0
1724,12,81074.0,7,2,0
1725,2,9624.0,20,4,1
1726,11,106000.0,7,7,0
1727,1,7092.0,23,6,1
1728,6,5028.0,31,2,1
1729,12,70337.0,9,6,0
1730,4,63530.0,4,5,0
1731,7,11724.0,17,3,1
1733,3,56723.0,6,1,0
1734,2,10104.0,19,3,1
1735,12,113100.0,9,5,0
1736,4,43239.0,4,4,0
1737,9,81074.0,13,6,1
1738,3,75669.0,12,6,1
1740,11,120000.0,20,4,1
1741,11,34356.0,19,4,1
1742,9,19932.0,13,3,1
1743,20,170000.0,17,3,1
1744,1,60984.0,18,6,0
1745,1,82000.0,11,4,0
1747,8,44172.0,3,3,0
1748,2,39456.0,11,7,0
1752,1,100000.0,15,4,0
1753,5,41077.0,7,4,0
1754,5,45401.0,21,8,1
1756,11,77556.0,5,11,0
1757,5,55224.0,20,10,1
1758,2,46020.0,8,13,0
1759,10,43239.0,11,5,0
1762,8,75631.0,16,6,1
1763,6,151337.0,10,4,0
1764,2,4200.0,7,7,0
1765,5,103000.0,14,5,1
1766,7,55000.0,13,8,0
1767,17,48094.0,14,15,1
1768,4,29028.0,27,2,1
1769,4,72000.0,11,2,0
1770,3,85000.0,9,7,0
1771,23,122580.0,19,8,1
1772,21,100000.0,14,6,1
1773,4,32450.0,15,6,1
1774,1,150000.0,27,6,1
1775,5,93264.0,11,5,1
1776,4,41568.0,10,1,0
1777,11,68642.0,15,6,0
1778,2,4656.0,28,8,1
1779,10,180000.0,18,5,1
1781,1,22392.0,12,3,0
1782,5,115000.0,11,2,1
1783,4,32112.0,20,6,1
1785,2,64859.0,7,6,1
1786,5,26520.0,5,1,1
1787,5,11588.0,6,6,0
1788,10,79000.0,8,22,1
1789,7,28901.0,18,1,1
1791,4,27923.0,5,5,0
1792,22,92964.0,13,12,0
1793,1,6876.0,18,2,1
1794,6,54049.0,6,4,0
1795,6,12600.0,16,7,1
1796,1,100000.0,13,13,0
1797,2,44184.0,11,16,1
1798,15,56211.0,12,12,1
1800,7,84316.0,11,11,1
1801,8,95000.0,4,4,0
1802,4,90482.0,10,1,1
1803,4,55000.0,11,8,0
1805,0,19896.0,10,1,1
1806,1,40070.0,15,10,1
1807,6,80000.0,12,4,1
1809,4,18732.0,11,5,1
1810,4,38916.0,15,8,0
1811,4,31344.0,11,22,0
1813,17,52996.0,12,24,0
1814,1,67600.0,10,7,1
1815,13,102693.0,22,7,1
1816,6,30240.0,21,9,1
1817,9,9888.0,12,2,1
1818,14,84000.0,22,8,1
1820,3,16500.0,18,6,1
1821,9,120000.0,18,4,1
1823,6,200000.0,9,12,0
1824,24,77556.0,16,19,1
1825,15,33508.0,23,5,1
1826,5,13188.0,6,5,0
1827,2,27540.0,8,4,0
1828,2,72000.0,7,8,0
1829,7,16754.0,10,9,1
1830,2,89000.0,13,5,0
1831,3,80000.0,27,3,1
1832,2,81682.0,9,9,0
1833,2,72000.0,4,3,0
1834,2,64085.0,11,5,0
1835,4,12144.0,16,2,0
1836,2,45000.0,14,8,1
1837,0,5088.0,10,6,0
1838,8,120000.0,4,7,0
1839,2,129720.0,8,1,0
1841,1,38916.0,4,6,0
1843,11,130000.0,18,9,1
1844,10,33972.0,6,3,0
1845,2,70500.0,7,2,0
1846,6,32676.0,21,2,0
1848,12,54049.0,21,3,1
1849,10,96945.0,12,7,0
1850,17,90000.0,11,3,0
1851,3,28437.0,11,4,1
1853,22,208000.0,11,18,0
1854,10,67701.0,13,2,1
1855,13,56616.0,16,5,1
1856,3,42528.0,11,7,0
1857,5,120000.0,7,6,0
1858,2,9900.0,17,3,1
1859,7,96945.0,20,8,1
1860,10,151350.0,11,10,0
1861,4,140000.0,13,6,0
1862,5,111000.0,17,4,1
1863,30,110000.0,15,6,0
1864,5,121500.0,17,10,1
1865,13,55848.0,18,4,1
1867,8,107990.0,8,12,0
1868,21,62221.0,11,4,0
1869,0,8376.0,11,4,0
1871,27,151337.0,12,7,1
1872,9,86478.0,6,14,0
1873,10,41508.0,10,6,0
1874,12,58908.0,13,4,1
1875,3,31524.0,21,3,1
1876,3,67021.0,9,2,0
1877,8,140000.0,12,5,1
1878,2,36193.0,13,4,1
1879,8,10992.0,9,5,0
1880,36,150000.0,7,6,1
1881,1,3108.0,8,3,0
1882,3,57292.0,12,5,0
1883,32,90000.0,11,7,0
1884,9,45564.0,14,6,0
1885,2,39557.0,4,4,0
1886,3,108675.0,11,4,0
1888,9,54049.0,21,7,1
1890,26,121010.0,5,13,0
1891,6,93000.0,13,9,1
1893,19,86478.0,5,11,0
1894,38,144730.0,7,6,0
1895,12,103000.0,19,4,1
1897,5,44748.0,13,3,1
1898,15,106731.0,20,6,1
1899,1,16860.0,12,1,1
1900,4,71850.0,12,21,1
1901,7,64805.0,5,11,0
1903,5,103776.0,17,2,1
1905,2,129720.0,17,10,1
1906,4,31140.0,7,4,0
1907,10,51888.0,21,10,1
1908,9,90000.0,16,1,0
1910,7,85000.0,9,2,0
1911,36,54049.0,4,10,0
1912,7,18326.0,10,5,0
1914,0,45000.0,14,8,1
1915,8,28536.0,5,9,0
1916,2,9072.0,16,3,1
1917,2,49119.0,25,13,1
1918,8,140000.0,6,7,0
1919,11,162638.0,11,7,1
1920,7,43200.0,7,3,0
1921,14,68507.0,18,6,0
1922,5,40000.0,5,6,0
1923,2,11676.0,20,3,1
1924,2,50000.0,6,5,0
1925,10,55211.0,16,7,1
1927,11,150000.0,5,27,0
1928,9,27240.0,7,5,1
1929,7,60000.0,13,10,0
1930,9,145000.0,21,7,1
1931,3,103776.0,9,2,0
1932,8,31348.0,15,9,0
1933,16,114203.0,4,9,0
1934,8,28105.0,16,5,1
1935,25,98000.0,6,6,0
1936,11,129718.0,6,6,0
1937,11,109871.0,13,9,0
1938,3,71093.0,19,5,1
1939,9,41520.0,7,3,0
1940,2,47556.0,9,8,0
1941,3,175000.0,8,5,0
1943,18,135000.0,26,2,1
1944,8,18000.0,3,10,0
1945,1,20244.0,14,7,0
1946,6,9773.0,15,7,1
1947,7,40212.0,24,7,1
1948,6,97288.0,6,4,0
1949,4,92000.0,12,6,0
1951,2,64630.0,12,8,0
1952,6,150000.0,14,9,0
1953,8,46200.0,8,7,1
1954,8,58856.0,24,7,1
1955,17,42158.0,35,13,1
1956,5,86000.0,14,5,0
1957,5,6600.0,15,2,0
1959,3,70000.0,17,7,1
1960,9,94000.0,13,4,0
1962,12,36000.0,7,4,0
1963,19,88640.0,10,6,0
1964,9,35547.0,9,6,0
1966,15,198468.0,17,10,0
1967,12,84312.0,14,8,1
1968,21,125000.0,6,14,0
1969,0,145000.0,8,14,0
1970,1,55000.0,5,7,0
1971,6,96969.0,17,6,1
1972,6,51888.0,7,2,0
1973,3,10992.0,4,5,0
1974,7,47023.0,6,3,0
1975,5,85000.0,6,3,0
1976,7,66556.0,12,2,1
1979,15,81074.0,11,3,0
1981,8,48553.0,10,4,0
1982,4,10920.0,4,8,0
1984,16,86478.0,9,9,0
1985,6,71345.0,15,4,0
1986,15,151263.0,14,5,1
1987,21,90758.0,16,8,1
1990,4,1992.0,9,4,0
1991,15,130000.0,13,15,0
1992,5,122580.0,8,2,0
1993,8,115000.0,15,2,1
1994,1,5172.0,9,9,1
1995,14,150000.0,9,11,0
1997,21,91883.0,14,17,1
1998,6,12192.0,17,9,1
1999,32,80000.0,18,10,0
2000,20,70264.0,16,10,1
2001,2,10380.0,13,6,1
2002,20,45401.0,16,10,1
2003,8,36753.0,16,8,0
2005,5,6600.0,17,2,1
2006,13,110000.0,14,4,1
2007,22,107895.0,31,13,1
2008,24,155000.0,15,6,1
2009,3,21187.0,6,10,0
2010,3,34020.0,4,6,0
2011,30,32316.0,22,5,1
2012,3,130000.0,16,2,0
2014,3,100000.0,16,5,1
2015,11,97872.0,14,4,0
2016,5,95000.0,12,3,0
2017,5,130000.0,20,10,1
2018,0,15192.0,7,2,0
2020,18,98064.0,14,7,0
2021,11,60000.0,8,4,1
2022,9,120000.0,15,4,1
2023,9,150000.0,16,2,1
2025,2,73000.0,26,3,1
2026,2,33024.0,4,2,0
2027,8,49725.0,13,5,0
2028,8,107000.0,3,9,0
2029,3,13744.0,14,1,0
2030,3,43239.0,17,9,1
2031,3,37834.0,7,3,0
2032,23,71093.0,9,9,1
2033,5,64859.0,9,10,0
2034,1,3888.0,10,6,0
2035,2,780.0,17,2,1
2036,27,120000.0,8,8,0
2037,10,11169.0,14,6,1
2038,3,100000.0,24,8,1
2041,1,24300.0,13,6,1
2042,12,64287.0,19,3,1
2043,3,58167.0,9,12,0
2044,2,120000.0,20,4,1
2045,4,70000.0,26,3,1
2046,13,68967.0,10,9,0
2047,1,115000.0,14,11,0
2048,18,107000.0,6,12,0
2049,12,110000.0,42,8,1
2050,3,5194.0,10,3,1
2051,5,12612.0,15,3,1
2052,3,40900.0,11,8,0
2053,12,73507.0,20,5,1
2054,3,21620.0,16,7,1
2056,8,130000.0,10,5,0
2057,3,32424.0,14,4,1
2058,23,184000.0,19,9,1
2059,3,40489.0,1,11,0
2060,6,54049.0,16,9,1
2062,24,77556.0,2,3,0
2063,10,182271.0,10,10,0
2064,3,75000.0,16,7,1
2065,13,69660.0,11,6,1
2066,17,51960.0,32,11,1
2067,5,16800.0,25,14,1
2068,20,51960.0,4,4,0
2069,8,65043.0,7,3,0
2070,9,180963.0,18,6,0
2071,6,64859.0,7,11,0
2072,5,24744.0,8,3,0
2073,12,86478.0,17,5,0
2074,20,51888.0,16,10,1
2075,6,64584.0,17,2,1
2076,35,120000.0,15,3,1
2077,4,145000.0,12,3,0
2078,1,25392.0,34,2,1
2079,3,85000.0,18,5,1
2081,24,155000.0,13,6,1
2082,7,100000.0,22,5,0
2083,36,45564.0,12,8,0
2084,9,104000.0,24,10,1
2085,5,45401.0,18,7,0
2087,8,24300.0,15,10,0
2088,5,86853.0,14,4,1
2089,4,85000.0,15,6,1
2090,11,115000.0,19,5,1
